date,8:00~9:00_x,9:00~10:00_x,10:00~11:00_x,11:00~12:00_x,12:00~13:00_x,13:00~14:00_x,14:00~15:00_x,15:00~16:00_x,16:00~17:00_x,17:00~18:00_x,18:00~19:00_x,19:00~20:00_x,20:00~21:00_x,21:00~22:00_x,8:00~9:00_y,9:00~10:00_y,10:00~11:00_y,11:00~12:00_y,12:00~13:00_y,13:00~14:00_y,14:00~15:00_y,15:00~16:00_y,16:00~17:00_y,17:00~18:00_y,18:00~19:00_y,19:00~20:00_y,20:00~21:00_y,21:00~22:00_y
2010/10/07(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2010/10/08(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/10/09(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/10/10(日),大型活動,大型活動,大型活動,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2010/10/11(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/12(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/13(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場
2010/10/14(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/15(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/10/16(六),新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,新生盃羽球賽,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/10/17(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2010/10/18(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/19(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/20(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/10/21(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/22(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場
2010/10/23(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/10/24(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/10/25(一),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/26(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/27(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場
2010/10/28(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/10/29(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/10/30(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/10/31(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2010/11/01(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/02(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/03(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,運動指導班(周西智老師),有場,有場,有場,有場
2010/11/04(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/05(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/06(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/07(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/08(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/11/09(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/11/10(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校慶佈置,校慶佈置,校慶佈置,校慶佈置
2010/11/11(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置
2010/11/12(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置
2010/11/13(六),不開放,企業籃球友誼賽,企業籃球友誼賽,企業籃球友誼賽,企業籃球友誼賽,企業籃球友誼賽,企業籃球友誼賽,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置
2010/11/14(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置,校慶佈置
2010/11/15(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校慶,校慶,校慶,校慶,校慶,校慶,校慶,校慶,校慶,校慶,校慶,校慶,校慶,校慶
2010/11/16(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/17(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/18(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/19(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/20(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/21(日),不開放,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/22(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,場地調整,有場,有場,有場,有場,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/23(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/11/24(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/11/25(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/11/26(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/11/27(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/28(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/11/29(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/11/30(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/01(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/02(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/12/03(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/04(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/05(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/06(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/07(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/08(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場
2010/12/09(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/10(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/11(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/12(日),大型活動,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/13(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/14(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/12/15(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/16(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/17(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/18(六),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/19(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2010/12/20(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/21(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/22(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/23(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/24(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/12/25(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/12/26(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2010/12/27(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,有場,有場,有場,有場,有場,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,場地調整,有場,有場,有場,有場
2010/12/28(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2010/12/29(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,體育教學,體育教學,體育教學
2010/12/30(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2010/12/31(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/1/01(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2010/1/02(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放,不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2011/1/03(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/1/04(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/1/05(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/06(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/07(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/08(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/09(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/10(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2011/1/11(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/12(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/13(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/14(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/15(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/16(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放,不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2011/1/17(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/1/18(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/1/19(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/20(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/1/21(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
