date,8:00~9:00,9:00~10:00,10:00~11:00,11:00~12:00,12:00~13:00,13:00~14:00,14:00~15:00,15:00~16:00,16:00~17:00,17:00~18:00,18:00~19:00,19:00~20:00,20:00~21:00,21:00~22:00
2011/2/08(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2011/2/09(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2011/2/10(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2011/2/11(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/12(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/13(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/14(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/15(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/16(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/17(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2011/2/18(五),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/19(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/20(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/21(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/22(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/23(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/2/24(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,大型活動,大型活動,大型活動,大型活動
2011/2/25(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/26(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/27(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/2/28(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/3/01(二),杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節
2011/3/02(三),杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節
2011/3/03(四),杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節
2011/3/04(五),杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節
2011/3/05(六),杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節
2011/3/06(日),杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節,杜鵑花節
2011/3/07(一),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2011/3/08(二),亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會
2011/3/09(三),亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會
2011/3/10(四),亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會,亞太國際教育年會
2011/3/11(五),體育教學,體育教學,體育教學,體育教學,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2011/3/12(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2011/3/13(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2011/3/14(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2011/3/15(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/3/16(三),場地調整,場地調整,場地調整,場地調整,場地調整,大型活動,大型活動,大型活動,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/3/17(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/3/18(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/3/19(六),不開放,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/3/20(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2011/3/21(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/3/22(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/3/23(三),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2011/3/24(四),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2011/3/25(五),全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會
2011/3/26(六),全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會
2011/3/27(日),全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會,全校運動會
2011/3/28(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,體育教學,有場,有場,有場,有場
2011/3/29(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/3/30(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/3/31(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/01(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/4/02(六),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/4/03(日),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/4/04(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/4/05(二),清明節,清明節,清明節,清明節,清明節,清明節,清明節,清明節,清明節,清明節,清明節,清明節,清明節,清明節
2011/4/06(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/4/07(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/08(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/09(六),不開放,公司運動會,公司運動會,公司運動會,公司運動會,公司運動會,工學院、電資學院暨法律學院教職員工羽球賽,工學院、電資學院暨法律學院教職員工羽球賽,工學院、電資學院暨法律學院教職員工羽球賽,工學院、電資學院暨法律學院教職員工羽球賽,有場,有場,有場,有場
2011/4/10(日),不開放,光電所籃球賽,光電所籃球賽,光電所籃球賽,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2011/4/11(一),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2011/4/12(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/4/13(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/14(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/15(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/16(六),地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修
2011/4/17(日),地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修,地面維修
2011/4/18(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/19(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/20(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/21(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/22(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/23(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/4/24(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/4/25(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,場地調整,有場,有場,有場,有場
2011/4/26(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/27(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/28(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/4/29(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,體育室運動技術講座,體育室運動技術講座,體育室運動技術講座,體育室運動技術講座
2011/4/30(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/01(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/02(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/03(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/04(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/05(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/06(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/07(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/08(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2011/5/09(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/5/10(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/5/11(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/5/12(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/5/13(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,大型活動,大型活動,大型活動,大型活動
2011/5/14(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/15(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2011/5/16(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/17(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/18(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/19(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/20(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/21(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/22(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/23(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/24(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/25(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/26(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/27(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/28(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/29(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/5/30(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/5/31(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/01(三),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置)
2011/6/02(四),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置)
2011/6/03(五),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置),畢業典禮(佈置)
2011/6/04(六),畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮,畢業典禮
2011/6/05(日),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場),畢業典禮(撤場)
2011/6/06(一),端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節,端午節
2011/6/07(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/08(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/09(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/10(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/6/11(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/12(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2011/6/13(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/14(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/15(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/16(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2011/6/17(五),地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕,地板修繕
2011/6/18(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/19(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/20(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/6/21(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/22(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/23(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/24(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/25(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/26(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/6/27(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,場地調整,場地調整,場地調整,場地調整,場地調整
2011/6/28(二),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,場地調整,場地調整,場地調整,場地調整
2011/6/29(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2011/6/30(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/01(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/02(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/03(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/04(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/05(二),暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,場地調整,場地調整,場地調整,場地調整,場地調整
2011/7/06(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/07(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/08(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/09(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/10(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/11(一),暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,場地調整,場地調整,場地調整,場地調整
2011/7/12(二),暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,暑期育樂營,場地調整,場地調整,場地調整,場地調整
2011/7/13(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/7/14(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2011/7/15(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/7/16(六),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/7/17(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2011/7/18(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/7/19(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,EMBA體適能課程,EMBA體適能課程
2011/7/20(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/7/21(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2011/7/22(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,大型活動,大型活動,大型活動,大型活動
2011/7/23(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/24(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2011/7/25(一),維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,維修日,場地調整,場地調整,場地調整,場地調整,場地調整
